Numero_da_Ocorrencia,Numero_da_Ficha,Operador_Padronizado,Classificacao_da_Ocorrencia,Data_da_Ocorrencia,Hora_da_Ocorrencia,Municipio,UF,Regiao,Descricao_do_Tipo,ICAO,Latitude,Longitude,Tipo_de_Aerodromo,Historico,Matricula,Categoria_da_Aeronave,Operador,Tipo_de_Ocorrencia,Fase_da_Operacao,Operacao,Danos_a_Aeronave,Aerodromo_de_Destino,Aerodromo_de_Origem,Lesoes_Fatais_Tripulantes,Lesoes_Fatais_Passageiros,Lesoes_Fatais_Terceiros,Lesoes_Graves_Tripulantes,Lesoes_Graves_Passageiros,Lesoes_Graves_Terceiros,Lesoes_Leves_Tripulantes,Lesoes_Leves_Passageiros,Lesoes_Leves_Terceiros,Ilesos_Tripulantes,Ilesos_Passageiros,Lesoes_Desconhecidas_Tripulantes,Lesoes_Desconhecidas_Passageiros,Lesoes_Desconhecidas_Terceiros,Modelo,CLS,Tipo_ICAO,PMD,Numero_de_Assentos,Nome_do_Fabricante,PSSO
24881,202008450,F.D. GOLD DIST.DE TIT.E VALORES MOB.LTDA,Acidente,2019-04-12,09:58,NOVO PROGRESSO,PA,Norte,EXCURSÃO DE PISTA,Fora de Aeródromo,"-7,12361","-55,4022",-,A aeronave decolaria do aeródromo de Novo Progresso (SJNP) PA com destino ao aeródromo Regional Orlando Villas Boas (SWXM) Matupá MT a fim de transportar pessoal com um tripulante e dois passageiros a bordo. Durante a corrida de decolagem de SJNP ao passar por um desnível na pista o controle da aeronave foi perdido. A mesma saiu pela lateral direita fez um giro de 180º e parou logo em seguida. A aeronave teve danos substanciais. O tripulante e os passageiros saíram ilesos.,PRCST,TPP,F.D. GOLD DIST.DE TIT.E VALORES MOB.LTDA,RE,Decolagem,Voo Privado,Substancial,SWXM,SJNP,,,,,,,,,,1.0,2.0,,,,PA-46-350P,L1P,PA46,1968.0,6.0,PIPER AIRCRAFT,verdadeiro
24926,202065106,CORPO DE BOMBEIROS MILITAR DO DISTRITO FEDERAL,Acidente,2020-07-30,13:35,BRASÍLIA,DF,Centro-Oeste,VOO CONTROLADO CONTRA O TERRENO,Fora de Aeródromo,"15,82","48,0222",-,A aeronave decolou do Heliponto do Grupamento de Aviação Operacional do Corpo de Bombeiros Militar do Distrito Federal (SDHH) em Brasília-DF com destino a uma área de pouso não cadastrada localizada na região administrativa de Vicente Pires-DF com três tripulantes e dois passageiros a bordo (médico e enfermeiro) para atendimento à vítima de Parada Cárdio-Respiratória (PCR).Durante a aproximação final ocorreu restrição de visibilidade devido à poeira/areia existente na área de pouso (fenômeno conhecido como brownout) o que fez com que a aeronave derivasse ligeiramente à esquerda vindo a colidir as pás do rotor principal contra a fachada de um prédio.A aeronave sofreu danos substanciais.Um dos passageiros sofreu lesões leves. Os demais ocupantes da aeronave saíram ilesos.Os esquis da aeronave atingiram um veículo estacionado no local.,PRMJX,ADE,CORPO DE BOMBEIROS MILITAR DO DISTRITO FEDERAL,CFIT,Aproximação,Operação Pública,Substancial,,,,,,,,,,,,3.0,1.0,,,,AS 350 B2,H1T,AS50,2250.0,6.0,HELIBRAS,verdadeiro
26667,202109605,OCTAVIO SCHNEIDER QUEIROZ,Acidente,2021-01-06,13:50,VILA VELHA,ES,Sudeste,PERDA DE CONTROLE EM VOO,SIVU,"-40,3325","-20,423",Privado,A AERONAVE DECOLOU DO AERÓDROMO GUARAPARI (SNGA) GUARAPARI ES COM DESTINO AO AERÓDROMO JOÃO MONTEIRO (SIVU) VILA VELHA ES A FIM DE REALIZAR UM VOO PRIVADO COM UM TRIPULANTE E UMA PASSAGEIRA BORDO. DURANTE A APROXIMAÇÃO A AERONAVE ENTROU EM EMERGÊNCIA E O PILOTO REALIZOU UMA DESCIDA ACENTUADA  COM INTENÇÕES DE POUSO. A AERONAVE PERDEU ALTITUDE E COLIDIU CONTRA ÁRVORES E SOLO. A AERONAVE FICOU DESTRUÍDA. O TRIPULANTE E A PASSAGEIRA SOFRERAM LESÕES FATAIS.,PRWVW,TPP,OCTAVIO SCHNEIDER QUEIROZ,LOC-I,Aproximação,Voo Privado,Destruída,SIVU,SNGA,1.0,1.0,,,,,,,,,,,,,R44 II,H1P,R44,1134.0,4.0,ROBINSON HELICOPTER,verdadeiro
25062,202088630,GUILHERME RODRIGUES DA CUNHA,Incidente Grave,2020-08-13,13:00,ANÁPOLIS,GO,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SWNS,"-16,3671","-48,9283",Público,A aeronave decolou do Aeródromo Mário de Almeida Franco (SBUR) Uberaba MG com destino ao Aeródromo de Anápolis (SWNS) GO a fim de realizar voo privado com um piloto e dois passageiros a bordo. Na final para pouso o piloto verificou que o trem de pouso auxiliar não travou embaixo. Os procedimentos de emergência foram realizados porém sem sucesso. O pouso foi realizado com a perna do trem de pouso auxiliar em trânsito vindo a recolher no momento do toque. A aeronave teve danos leves restritos às portas do trem auxiliar e às pontas das hélices. O piloto e os dois passageiros saíram ilesos.,PTNFM,TPP,GUILHERME RODRIGUES DA CUNHA,SCF-NP,Corrida após pouso,Voo Privado,Leve,SWNS,SBUR,,,,,,,,,,1.0,2.0,,,,EMB-711C,L1P,P28R,1202.0,4.0,NEIVA,verdadeiro
25101,202047110,ADIR MANOEL DA SILVA,Acidente,2020-08-21,20:15,MACAPÁ,AP,Norte,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Fora de Aeródromo,"0,1525","-50,9503",-,A aeronave decolou do Aeródromo Brigadeiro Protasio de Oliveira (SBJC) Belém PA com destino ao Aeródromo Hangar Comandante Salomão Alcolumbre (SJKI) localizado no município de Macapá AP por volta das 18h45min (UTC) a fim de realizar o translado da aeronave com um piloto e dois passageiros a bordo. Aproximadamente 3 minutos antes do pouso em SJKI ocorreu falha do motor e a aeronave realizou um pouso forçado no Rio Amazonas. A aeronave teve danos substanciais. O piloto teve lesões leves e os passageiros saíram ilesos.,PTNHW,TPP,ADIR MANOEL DA SILVA,SCF-PP,Cruzeiro,Voo Privado,Substancial,SJKI,SBJC,,,,,,,1.0,,,,2.0,,,,EMB-710C,L1P,P28B,1361.0,4.0,NEIVA,verdadeiro
26307,202049916,AGUAS CLARAS AVIACAO AGRICOLA LTDA - ME,Incidente Grave,2020-12-12,17:22,PERDIZES,MG,Sudeste,COMBUSTÍVEL,Fora de Aeródromo,"-19,4886","-47,2453",-,A aeronave decolou do Aeródromo Águas Claras Aviação Agrícola (SJQL) Santa Juliana - MG a fim de realizar um voo local para aplicação de defensivo agrícola com um tripulante a bordo. No décimo quarto vôo voando em baixa altitude houve perda de potência e falha do motor em voo. O piloto visualizou uma área de pastagem a sua frente e realizou um pouso de emergência. A aeronave teve danos leves e o piloto saiu ileso.,PTVZA,S05,AGUAS CLARAS AVIACAO AGRICOLA LTDA - ME,FUEL,Voo a baixa altura,Operação Agrícola,Leve,SJQL,SJQL,,,,,,,,,,1.0,,,,,EMB-202A,L1P,IPAN,1800.0,1.0,EMBRAER,verdadeiro
26947,202168937,JATAI AERO AGRICOLA LTDA,Acidente,2021-02-02,13:00,AMERICANO DO BRASIL,GO,Centro-Oeste,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,Fora de Aeródromo,"-16,2086","-49,9758",-,A aeronave decolou da Área de Pouso para Uso Aeroagrícola (APUA) da Fazenda Limoeiro Americano do Brasil GO por volta das 13h00min (UTC) a fim de realizar voo de aplicação de insumos agrícolas com um piloto a bordo. Durante a corrida de decolagem a aeronave saiu do solo nos ultimos metros da área e colidiu com a plantação de cana de açúcar vindo a retornar ao solo. A aeronave teve danos substanciais. O piloto não sofreu lesões.,PTUGV,S11,JATAI AERO AGRICOLA LTDA,CTOL,Decolagem,Operação Agrícola,Substancial,,,,,,,,,,,,1.0,,,,,EMB-201A,L1P,IPAN,1800.0,1.0,NEIVA,verdadeiro
26247,202030519,AEROCLUBE DE CAMPINAS,Incidente Grave,2020-12-04,15:30,SOROCABA,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SDCO,"-23,4831","-47,4864",Público,A AERONAVE DECOLOU DO AERÓDROMO DE SOROCABA (SDCO) SOROCABA - SP COM DOIS TRIPULANTES A BORDO PARA UM VOO LOCAL DE INSTRUÇÃO. DURANTE A SUBIDA A AERONAVE APRESENTOU VIBRAÇÃO E PERDA DE POTÊNCIA. A AERONAVE EFETUOU O POUSO EM EMERGÊNCIA NO PRÓPRIO AERÓDROMO DE DECOLAGEM. A AERONAVE NÃO TEVE DANOS.OS DOIS TRIPULANTES SAÍRAM ILESOS.,PROZA,PRI,AEROCLUBE DE CAMPINAS,SCF-PP,Subida,Voo Privado,Nenhum,SDAM,SDCO,,,,,,,,,,2.0,,,,,152,L1P,C152,757.0,2.0,CESSNA AIRCRAFT,verdadeiro
11303,200603224107945,BRA TRANSPORTES AEREOS,Incidente Grave,2006-03-22,19:35:00,SÃO PAULO,SP,Sudeste,EXCURSÃO DE PISTA,,0,0,,A AERONAVE PR-BRC DECOLOU DO AEROPORTO DO GALEÃO - SBGL PARA O AEROPORTO DE CONGONHAS - SBSP EM SÃO PAULO EM VÔO REGULAR TRANSPORTANDO 127 PASSAGEIROS E 06 TRIPULANTES A BORDO. APÓS REALIZAR O PROCEDIMENTO HOTEL 5 A AERONAVE PROSSEGUIU PARA POUSO NA PISTA 35L DO AEROPORTO DE CONGONHAS A QUAL ESTAVA MOLHADA. APÓS O TOQUE OS PILOTOS NÃO CONSEGUIRAM PARAR A AERONAVE QUE DESVIANDO À ESQUERDA ULTRAPASSOU OS LIMITES DA CABECEIRA OPOSTA PARANDO PRÓXIMO A UM BARRANCO EXISTENTE APÓS A PISTA DE TÁXI. A AERONAVE NÃO SOFREU DANOS E OS OCUPANTES SAÍRAM ILESOS.,PRBRC,TPR,BRA TRANSPORTES AÉREOS,RE,Indeterminada,Voo Regular,,SBSP,SBGL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,127.0,0.0,0.0,0.0,737-46B,L2J,B734,68039.0,179.0,BOEING COMPANY,verdadeiro
26248,202094102,VALTERIO BENVEGNU MANGANELI,Incidente Grave,2020-12-06,11:00:00,BOM JESUS,PI,Nordeste,CONTATO ANORMAL COM A PISTA,Fora de Aeródromo,"-9,27361","-44,9867",-,A aeronave decolou de uma área de pouso para uso aeroagrícola localizada na Fazenda Manganeli Bom Jesus PI por volta das 10h30min (UTC) com um piloto a bordo para voo de pulverização agrícola.Após o voo durante o pouso houve o contato anormal da aeronave com a área de pouso vindo a mesma a sair pela lateral direita.A aeronave teve danos leves. O piloto saiu ileso. Não houve danos a terceiros.,PPMVC,TPP,VALTERIO BENVEGNU MANGANELI,ARC,Pouso,Operação Agrícola,Leve,,,,,,,,,,,,1.0,,,,,AT-502B,L1T,AT5T,3629.0,1.0,AIR TRACTOR,verdadeiro
11302,200601203971775,INTERATIVA TAXI AEREO,Incidente Grave,2006-01-20,00:45:00,SÃO PAULO,SP,Sudeste,FOGO/FUMAÇA,,"-23,6281","-46,6542",,A AERONAVE DECOLOU DO AERÓDROMO SANTOS DUMONT RJ (SBRJ) COM DESTINO AO AERÓDROMO DE CONGONHAS SP (SBSP) COM DOIS PILOTOS E UM PASSAGEIRO A BORDO PARA UM VOO DE TRASLADO. NA SUBIDA PARA O FL280 O PILOTO OBSERVOU O AUMENTO NA ITT DO MOTOR 1 EM TORNO DE 30ºC E DO FUEL FLOW EM 100LB. APÓS O NIVELAMENTO A TRIPULAÇÃO CONSTATOU REDUÇÃO NA ITT DO MOTOR 1 ACOMPANHADA DE AUMENTO NO FUEL FLOW. DURANTE A DESCIDA A TRIPULAÇÃO DESCONFIOU DE POSSÍVEL VAZAMENTO DE COMBUSTÍVEL. O ALARME DE FOGO DO MOTOR 1 ACENDEU E A TRIPULAÇÃO RELATOU TER REALIZADO OS PROCEDIMENTOS PREVISTOS EM CHECKLIST. A PRIORIDADE PARA POUSO FOI CONCEDIDA PELO APP-SP E POUSO FOI REALIZADO SOMENTE COM UM MOTOR E COM SUCESSO EM SBSP.,PPJGV,TPX,INTERATIVA TAXI AEREO,F-NI,Descida,Voo Regular,,SBSP,SBRJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,560XL,L2J,C56X,9072.0,11.0,CESSNA AIRCRAFT,verdadeiro
11300,200511226153045,LUG TAXI AEREO,Incidente Grave,2005-11-22,01:20:00,PIRACICABA,SP,Sudeste,COLISÃO COM AVE,,"-22,7103","-47,6194",,A AERONAVE DECOLOU DO AERÓDROMO DE ITUIUTABA (SNYB) A FIM DE REALIZAR UM VOO COM 2 TRIPULANTES E 5 PASSAGEIROS A BORDO. O VOO TRANSCORREU NORMALMENTE ATÉ O MOMENTO DO POUSO NA PISTA 17 DO AERÓDROMO DE PIRACICABA (SDPW). SEGUNDO O PILOTO DURANTE A CORRIDA APÓS O POUSO E AINDA COM O TREM DE POUSO DE NARIZ NO AR FOI AVISTADO UM CACHORRO-DO-MATO (CERDOCYON THOUS - LINNAEUS 1766) NÃO TENDO SIDO POSSÍVEL EVITAR A COLISÃO. O IMPACTO CONTRA O ANIMAL PROVOCOU O RECOLHIMENTO INADVERTIDO DO TREM DE POUSO DE NARIZ. AMBAS AS HÉLICES COLIDIRAM CONTRA O SOLO E A AERONAVE SE ARRASTOU NA PISTA POR APROXIMADAMENTE 300 METROS ATÉ A PARADA TOTAL. TODOS OS OCUPANTES SAÍRAM ILESOS. A AERONAVE TEVE DANOS LEVES,PTRVT,TPX,LUG TAXI AEREO,BIRD,Pouso,Táxi Aéreo,Leve,SDPW,SNYB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,EMB-820C CARAJA,L2T,PAT4,3629.0,8.0,EMBRAER,verdadeiro
26249,202084338,PLA &amp; SILVA AVIACAO AGRICOLA LTDA,Acidente,2020-12-06,13:30,SANTA VITÓRIA DO PALMAR,RS,Sul,COMBUSTÍVEL,Fora de Aeródromo,"-33,1769","-53,0142",-,A aeronave decolou do aeródromo Pista Plá e Silva (SJEN) município de Santa Vitória do Palmar RS às 13h00min (UTC) a fim de realizar pulverização de defensivos agrícolas em lavoura de arroz com um piloto a bordo. Após 15 minutos de voo a aeronave teve um apagamento do motor. O piloto realizou pouso de emergência em um descampado porém a aeronave prendeu os trens de pouso em uma valeta e pilonou. A aeronave teve danos substanciais. O tripulante saiu ileso.,PTUXD,S05,PLA &amp; SILVA AVIACAO AGRICOLA LTDA,FUEL,Voo a baixa altura,Operação Agrícola,Substancial,SJEN,SJEN,,,,,,,,,,1.0,,,,,EMB-202,L1P,IPAN,1800.0,1.0,EMBRAER,verdadeiro
27124,202148205,MARILENE ZANCANARO ZANELLA,Acidente,2021-02-16,11:30,SÃO DESIDÉRIO,BA,Nordeste,PERDA DE CONTROLE EM VOO,APUA,"-12,7767","-45,2419",APUA,A aeronave decolou da Área de Pouso para Uso Aeroagrícola (APUA) da Fazenda Decisão São Desidério BA por volta das 11h30min (UTC) com um piloto a bordo a fim de realizar voo local de operação aeroagrícola. Instantes após a saída do solo houve perda de controle da aeronave levando-a à colisão contra o terreno. A aeronave teve danos substanciais. O piloto saiu ileso. Não houve danos a terceiros.,PTVUR,TPP,MARILENE ZANCANARO ZANELLA,LOC-I,Decolagem,Operação Agrícola,Substancial,,,,,,,,,,,,,,,,,EMB-202A,L1P,IPAN,1800.0,1.0,EMBRAER,verdadeiro
27126,202122289,AEROCLUBE REGIONAL DE MARINGA,Incidente Grave,2021-02-18,09:40,MARINGÁ,PR,Sul,COMBUSTÍVEL,Fora de Aeródromo,"-23,4604","-51,9763",-,A aeronave decolou do aeródromo Silvio Name Junior (SBMG) município de Maringá PR às 09h30min (UTC) a fim de realizar voo local de instrução para treinamento de procedimentos IFR. Durante a realização de procedimento a aeronave apresentou perda de potência com consequente perda de altitude. A aeronave realizou um pouso forçado em um terreno descampado. A aeronave teve danos leves. O instrutor e aluno saíram ilesos.,PTJEX,PRI,AEROCLUBE REGIONAL DE MARINGA,FUEL,Procedimento IFR,Voo de Instrução,Leve,SBMG,SBMG,,,,,,,,,,2.0,,,,,PA-28R-200	,L1P,P28R,1179.0,4.0,PIPER AIRCRAFT,verdadeiro
24421,202041397,DEPARTAMENTO DA POLICIA RODOVIARIA FEDERAL,Incidente Grave,2020-05-27,15:16,Rio de Janerio,RJ,Sudeste,PERDA DE CONTROLE EM VOO,SBJR,"-22,985","-43,3706",Público,A aeronave decolou da Superintendência da Polícia Rodoviária Federal (ZZZZ) Rio de Janeiro RJ com destino ao Aeródromo Jacarépagua-Roberto Marinho (SBJR) Rio de Janeiro RJ às 15h01min (UTC) com quatro tripulantes a bordo. Durante o táxi próximo ao procedimento de pouso/toque ainda no ar a aeronave girou rapidamente a direita e após tocou o solo abruptamente. A aeronave teve danos leves nos esquis. Os tripulantes saíram ilesos.,PRFPM,ADF,DEPARTAMENTO DE POLICIA RODOV.FEDERAL,LOC-I,Táxi,Operação Pública,Leve,SBRJ,ZZZZ,,,,,,,,,,4.0,,,,,EC 120 B,H1T,EC20,1715.0,5.0,EUROCOPTER FRANCE,verdadeiro
24943,202042995,AEROCLUBE DO PARANA,Incidente Grave,2020-08-02,20:30,CURITIBA,PR,Sul,EXCURSÃO DE PISTA,SBBI,"-25,4033","-49,2336",Público,A AERONAVE DECOLOU DO AERÓDROMO BACACHERI (SBBI) CURITIBA PR POR VOLTA DAS 16H30MIN (UTC) A FIM DE REALIZAR UM VOO LOCAL DE INSTRUÇÃO COM UM INSTRUTOR E UM ALUNO A BORDO. APÓS 50MIN DE VOO O INSTRUTOR DESEMBARCOU DA AERONAVE LIBERANDO O ALUNO PARA REALIZAR O VOO SOLO. APÓS O VOO AO PROSSEGUIR PARA POUSO ÀS 20H30MIN (UTC) A AERONAVE PERDEU A RETA SAINDO PARA A ÁREA GRAMADA NA LATERAL ESQUERDA DA PISTA. A AERONAVE TEVE DANOS LEVES RESTRITOS AO CUBO DA RODA E AO PNEU. O OCUPANTE SAIU ILESO.,PPGRQ,PRI,AEROCLUBE DO PARANA,RE,Corrida após pouso,Voo de Instrução,Leve,SBBI,SBBI,,,,,,,,,,1.0,,,,,AB-115,L1P,AB11,770.0,2.0,AERO BOERO,verdadeiro
24945,202091361,AEROCLUBE DE BAURU,Incidente Grave,2020-08-03,18:20,BAURU,SP,Sudeste,PERDA DE CONTROLE NO SOLO,SBBU,"-22,3435","-49,0563",Público,A AERONAVE DECOLOU DO AERÓDROMO DE BAURU (SBBU) BAURU SPA FIM DE REALIZAR VOO LOCAL DE REBOQUE DE PLANADOR COM UM PILOTO A BORDO. APÓS POUSO DURANTE A CORRIDA A AERONAVE PERDEU A RETA PARA A ESQUERDA. O PILOTO ACIONOU OS FREIOS E AERONAVE VEIO A PILONAR . A AERONAVE TEVE DANOS LEVES. O PILOTO SAIU ILESO.,PPHSX,PRI,AEROCLUBE DE BAURU,LOC-G,Corrida após pouso,Voo de Instrução,Leve,SBBU,SBBU,,,,,,,,,,1.0,,,,,AB-180,L1P,AB18,844.0,3.0,AERO BOERO,verdadeiro
25082,202024323,LIVIO PORTELA CARDOSO COELHO,Incidente Grave,2020-07-25,18:50,PICOS,PI,Nordeste,CONTATO ANORMAL COM A PISTA,SNPC,"-7,06527","-41,5194",Público,A aeronave decolou do Aeródromo de Picos (SNPC) Picos PI por volta das 18h30min (UTC) para um voo local panorâmico com um piloto a bordo. Após cerca de 20 minutos de voo quando no regresso para pouso a aeronave recebeu uma rajada de vento lateral durante o arredondamento. O avião tocou bruscamente contra a superfície da pista o que o levou a sair pela lateral esquerda. A aeronave teve danos leves. O piloto saiu ileso. Não houve danos a terceiros.,PULLK,PET,LIVIO PORTELA CARDOSO COELHO,ARC,Pouso,Voo Privado,Leve,SNPC,SNPC,,,,,,,,,,1.0,,,,,MONTAER MC01,L1P,ZZZZ,600.0,2.0,MONTAER LTDA.,verdadeiro
24942,202074134,ATA AEROTAXI ABAETE LTDA,Incidente Grave,2020-08-03,20:10,SALVADOR,BA,Nordeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SBSV,"-12,9086","-38,3225",Público,A aeronave decolou do Aeródromo de Barreiras (SNBR) BA por volta das 17h05min (UTC) com destino ao Aeródromo Deputado Luís Eduardo Magalhães (SBSV) Salvador BA a fim de realizar transporte de enfermo com dois tripulantes e quatro passageiros a bordo. Após a decolagem de SNBR a luz de “trem em trânsito” permaneceu acesa quando da tentativa de recolhimento. A tripulação optou pelo prosseguimento para SBSV. Já na Terminal Salvador e após diversas tentativas apenas os trens de pouso principais indicaram a posição de “em baixo e travado”. A tripulação declarou emergência e solicitou à Torre Salvador para que fosse feita uma passagem baixa para cheque visual do trem de pouso oportunidade em que se verificou que o trem auxiliar não se encontrava na posição “em baixo”. O pouso foi realizado com o trem auxiliar recolhido. A aeronave teve danos leves. Todos os ocupantes saíram ilesos.,PTRGV,TPX,ATA AEROTAXI ABAETE LTDA,SCF-NP,Pouso,Táxi Aéreo,Leve,SBSV,SNBR,,,,,,,,,,2.0,4.0,,,,EMB-820C CARAJA,L2T,PAT4,3629.0,10.0,EMBRAER,verdadeiro
25301,202049373,MARCO AURELIO BOTOLLI,Acidente,2020-09-08,21:00:00,SANTA ROSA,RS,Sul,COLISÃO NO SOLO,SSZR,"-27,9042","-54,5192",Público,A AERONAVE DECOLOU DO AERÓDROMO DE SANTA ROSA (SSZR) RS A FIM DE REALIZAR UM VOO LOCAL POR VOLTA DAS 20H35MIN (UTC) COM UM PILOTO A BORDO. APÓS O VOO DURANTE O TÁXI DE REGRESSO NA PISTA DE TÁXI AO CURVAR A ESQUERDA O TREM DE POUSO ESQUERDO PASSOU SOBRE A GRAMA E CAIU EM UMA VALETA. A AERONAVE TEVE DANOS SUBSTANCIAIS RESTRITOS A ASA ESQUERDA. O PILOTO SAIU ILESO.,PTRXI,TPP,MARCO AURELIO BOTOLLI,GCOL,Táxi,Voo Privado,Substancial,SSZR,SSZR,,,,,,,,,,1.0,,,,,EMB-711ST,L1P,P28T,1315.0,4.0,NEIVA,verdadeiro
26183,202041064,AEROCLUBE DE CATANDUVA,Acidente,2020-11-28,12:50,CATANDUVA,SP,Sudeste,EXCURSÃO DE PISTA,SDCD,"-21,1486","-48,9881",Privado,A AERONAVE DECOLOU DO AERÓDROMO DE CATANDUVA (SDCD) AS 12:00H UTC COM INSTRUTOR E ALUNO A BORDO A BORDO PARA UM VOO LOCAL DE INSTRUÇÃO. DURANTE UM DOS POUSOS A AERONAVE SAIU DA PISTA VINDO A COLIDIR COM A CANALETA DE DRENAGEM DE ÁGUA SITUADA NA LATERAL DA PISTA. A AERONAVE TEVE DANOS SUBSTANCIAIS NO TREM DE POUSO.OS TRIPULANTES SAÍRAM ILESOS.,PPHRH,PRI,AEROCLUBE DE CATANDUVA,RE,Pouso,Voo Privado,Substancial,SDCD,SDCD,,,,,,,,,,2.0,,,,,56-C-1,L1P,PAUL,587.0,2.0,NEIVA,verdadeiro
26184,202071971,DAVID BARRACK JÚNIOR,Incidente Grave,2020-11-26,20:10,BELO HORIZONTE,MG,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SBBH,"-19,8519","-43,9505",Público,A aeronave decolou do Aeródromo Juscelino Kubitschek (SNTO) município de Teófilo Otoni - MG com destino ao aeródromo Pampulha - Carlos Drummond de Andrade (SBBH) município de Belo Horizonte - MG a fim de realizar um voo privado com um tripulante a bordo. Na curta final da cabeceira 13 do aeródromo de destino o piloto informou apagamento de motor e declarou emergência. O pouso foi realizado com segurança a aeronave livrou a pista pela taxiway bravo e parou no início do pátio.A aeronave não teve danos e o tripulante saiu ileso.,PUCJM,PET,DAVID BARRACK JÚNIOR,SCF-PP,Aproximação,Voo Experimental,Nenhum,SBBH,SNTO,,,,,,,,,,1.0,,,,,BRAVO 700,L1P,ULAC,580.0,2.0,AERO BRAVO INDÚSTRIA AERONÁUTICA LTDA.,verdadeiro
26185,202087331,TEXTOR AVIACAO AGRICOLA LTDA - EPP,Incidente Grave,2020-11-29,10:00,QUIRINÓPOLIS,GO,Centro-Oeste,PERDA DE CONTROLE NO SOLO,Fora de Aeródromo,"-18,3683","-50,4261",-,A aeronave decolou da área de pouso para uso aeroagrícola (APUA) Quirinópolis GO por volta das 10h00min (UTC) a fim de realizar voo de pulverização de defensivos agrícolas com apenas um piloto a bordo. Durante a corrida de pouso o piloto perdeu o controle da aeronave vindo a pilonar. A aeronave teve danos leves. O tripulante teve lesões leves.,PRLKA,S11,TEXTOR AVIACAO AGRICOLA LTDA - EPP,LOC-G,Corrida após pouso,Operação Agrícola,Leve,,,,,,,,,,,,1.0,,,,,A188B,L1P,C188,1498.0,1.0,CESSNA AIRCRAFT,verdadeiro
26186,202048896,INSTITUTO BRASILEIRO DO MEIO AMBIENTE E DOS RECURSOS NATURAIS RENOVÁVEIS - IBAMA,Acidente,2020-11-30,18:00,POCONÉ,MT,Centro-Oeste,PERDA DE CONTROLE EM VOO,Fora de Aeródromo,"-17,4736","-57,4506",-,A aeronave decolou da área de de apoio nas proximidades de Poconé MT por volta das 15h00min (UTC) a fim de realizar voo de combate a incêndio com um piloto e mais três tripulantes a bordo. O piloto deixou os 3 tripulantes em uma área afastada cerca de 1 km do local da queda e após decolou com a finalidade de realizar o combate. A aeronave caiu em um terreno alagadiço e teve danos substanciais. O tripulante sofreu lesões fatais.,PRHEB,AIF,INSTITUTO BRASILEIRO DO MEIO AMBIENTE E DOS RECURSOS NATURAIS RENOVÁVEIS - IBAMA,LOC-I,Indeterminada,Operação Especializada,Substancial,,,1.0,,,,,,,,,,,,,,206L-4,H1T,B06,2018.0,7.0,BELL HELICOPTER,verdadeiro
24502,202070786,OESTE VEÍCULOS LTDA,Acidente,2020-06-14,12:35,TANGARÁ DA SERRA,MT,Centro-Oeste,INDETERMINADO,Fora de Aeródromo,"-14,6819","-57,5956",-,A aeronave decolou do Aeródromo Big Master (SILS) Tangará da Serra MT com destino ao Aeródromo Santa Genoveva (SBGO) Goiânia GO por volta das 12h30min (UTC) a fim de realizar voo privado com dois pilotos a bordo. Cinco minutos após a decolagem da cabeceira 20 de SILS a aeronave colidiu contra o solo. A aeronave ficou destruída. Os dois tripulantes sofreram lesões fatais.,PTMBV,TPP,OESTE VEÍCULOS LTDA,UNK,Subida,Voo Privado,Destruída,SBGO,,2.0,,,,,,,,,,,,,,EMB-121A,L2T,E121,5670.0,7.0,EMBRAER,verdadeiro
24504,202035723,AEROCLUBE DO PARANA,Incidente Grave,2020-06-17,18:30,CAMPO MAGRO,PR,Sul,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Fora de Aeródromo,"-25,3992","-49,39",-,A aeronave decolou por volta das 18h00min do Aeródromo Bacacheri (SBBI) Curitiba PR para um voo de instrução de navegação com sobrevoo do Aeródromo Jorge Luiz Stocco (SJOY) Palmeira PR e regresso a SBBI com um instrutor e um aluno a bordo. Por volta das 18h30min (UTC) o motor da aeronave apresentou perda parcial de potência. A tripulação optou por prosseguir para pouso nas proximidades do Aeródromo Jorge Luiz Stocco (SJOY) num campo plano sem obstáculos. A aeronave não teve danos. Os tripulantes e saíram ilesos.,PPGLX,PRI,AEROCLUBE DO PARANA,SCF-PP,Em rota,Voo de Instrução,Nenhum,SBBI,SBBI,,,,,,,,,,2.0,,,,,AB-115,L1P,AB11,770.0,2.0,AERO BOERO,verdadeiro
